image_id	caption
20114	painting of a teapot, a plate of pastries, and a cup of tea
20115	painting of two children sitting on a blanket in a field
20116	a painting of a house with a red roof and a dog in the yard
20117	painting of a still life of apples and a knife on a table
20118	a painting of three trees in a field with a sky background
20120	a painting of a woman holding a child on a bench
20122	a painting of a painting of a river and a field
20123	a painting of a field with trees and a small house
20124	a painting of a woman laying on a chair with her arms behind her head
20125	arafed drawing of a woman holding a baby and a child
20126	a painting of a woman in a red shirt looking down
20127	painting of a bowl of fruit on a table with grapes and grapes
20128	a painting of a little girl sitting in a blue chair
20130	painting of a woman sitting in front of a table with fruit
20131	a drawing of a group of people in a room
20132	a painting of a woman with flowers in her hand
20133	a painting of a woman sitting on a bed next to a man
20134	a painting of a field with a path and a house
20135	a painting of a woman in an orange robe sitting on a ledge
20136	a painting of a child with a dog in a field
20137	a painting of a young girl with a ponytail in a blue dress
20138	a painting of a bridge over a river with trees in the background
20139	a painting of a doorway with a door handle and a door handle
20140	a painting of a bunch of fruit on a table
20141	an old woman with a white bonnet and a black jacket
20142	a painting of a field of bluebonnets and a dirt road
20144	painting of a field of bluebonnets and trees in the distance
20145	a painting of a woman sitting in a chair with a towel on her lap
20146	painting of two women sitting on a chair in front of a building
20147	sketches of a drawing of a man in a yard with a dog
20148	arafed back view of a woman sitting on a stool with a yellow cloth
20149	a drawing of a woman with a hat on her head
20150	a painting of a man and a woman sitting in a room
20152	painting of a vase of flowers on a table with a yellow background
20153	a painting of a man in a black coat and red tie
20154	a painting of a woman in a black dress standing in front of a wall
20155	a painting of a woman and child in a field with chickens
20156	a painting of a man sitting in a chair in a library
20157	a painting of a house and a fence on a beach
20158	a painting of a dirt road in a grassy field with trees
20159	a drawing of a room with a couch and a bust of a man
20160	a painting of a vase filled with flowers on a table
20161	painting of a vase of flowers on a table with a shadow
20162	a painting of a city with a lot of buildings and a fence
20163	painting of a woman laying on a bed with a blanket
20164	painting of a man and woman sitting on a couch in a room
20165	a painting of a woman sitting on a chair with a fan
20166	painting of a white dog laying on its back on a brown surface
20167	a painting of a snowy landscape with a river and buildings
20168	a painting of a field with trees and a bench in the foreground
20169	a painting of a vase of flowers on a table
20170	a drawing of a hand holding a pencil and a drawing of a hand holding a pencil
20171	painting of a tree in a field with a river in the background
20172	drawing of a tree with a bird perched on it
20173	a painting of two women sitting on a grass covered field
20174	a painting of a man sitting in a chair with his arms crossed
20175	a painting of a woman and child sitting on a grass covered ground
20176	a painting of a snowy landscape with trees and a stream
20177	a black and white drawing of a man sitting on a porch
20178	a drawing of a man sitting on his knees with his legs crossed
20179	a painting of a man with a towel on his chest
20180	a drawing of a man with a hat on his head
20181	a painting of a river with trees and water lilies
20182	painting of a vase of flowers on a table with a brown background
20183	a painting of a field of bluebonnets and trees
20184	a drawing of a hand holding a persons hand
20185	a painting of a naked girl sitting on a stone bench
20186	there is a painting of a vase of flowers on a table
20187	arafed drawing of a boy holding a baseball bat and a bat
